match_id,player_id,raid_duration_sec,penetration_px,success,raid_points
M1,TeamA_P6,4.9,3.37,1,1
M1,TeamA_P6,4.5,2.25,0,0
M1,TeamA_P6,5.4,2.42,1,2
M1,TeamA_P6,6.9,3.61,1,1
M2,TeamA_P6,4.6,3.3,0,0
M2,TeamA_P6,7.1,2.72,1,1
M2,TeamA_P6,4.3,1.79,1,3
M2,TeamA_P6,6.1,3.13,0,0
M2,TeamA_P6,3.5,1.83,1,2
M2,TeamA_P6,4.8,3.09,0,0
M2,TeamA_P6,7.2,4.67,0,0
M2,TeamA_P6,5.5,2.46,0,0
M2,TeamA_P6,7.4,2.78,1,1
M3,TeamA_P6,5.9,1.45,1,1
M3,TeamA_P6,6.1,1.18,0,0
M3,TeamA_P6,2.7,3.0,0,0
M3,TeamA_P6,3.6,3.34,1,1
M3,TeamA_P6,6.2,3.32,0,0
M3,TeamA_P6,3.2,1.85,0,0
M3,TeamA_P6,7.0,1.56,0,0
M3,TeamA_P6,5.5,4.64,1,2
M3,TeamA_P6,3.0,3.52,1,3
M3,TeamA_P6,6.4,3.1,1,3
M3,TeamA_P6,3.3,4.02,1,1
M3,TeamA_P6,4.2,2.44,0,0
M1,TeamA_P7,4.6,2.26,1,2
M1,TeamA_P7,7.2,2.38,1,1
M1,TeamA_P7,2.7,5.0,1,2
M1,TeamA_P7,6.0,4.6,0,0
M1,TeamA_P7,5.1,3.08,0,0
M1,TeamA_P7,4.2,4.03,0,0
M1,TeamA_P7,4.8,1.91,0,0
M1,TeamA_P7,7.4,4.74,0,0
M1,TeamA_P7,3.5,1.96,1,1
M1,TeamA_P7,6.6,3.85,1,1
M1,TeamA_P7,5.4,4.59,1,2
M1,TeamA_P7,3.5,3.92,1,1
M1,TeamA_P7,2.8,4.42,0,0
M1,TeamA_P7,5.6,1.08,1,2
M1,TeamA_P7,7.5,4.61,0,0
M1,TeamA_P7,7.2,3.45,1,1
M2,TeamA_P7,3.9,3.47,1,1
M2,TeamA_P7,3.4,3.0,0,0
M2,TeamA_P7,2.7,3.93,0,0
M2,TeamA_P7,7.1,3.84,0,0
M2,TeamA_P7,2.7,1.42,1,2
M2,TeamA_P7,5.1,3.97,1,2
M2,TeamA_P7,3.8,3.31,1,3
M2,TeamA_P7,2.6,2.12,1,1
M2,TeamA_P7,4.3,1.71,0,0
M2,TeamA_P7,7.3,1.57,1,1
M2,TeamA_P7,4.6,1.09,1,1
M2,TeamA_P7,5.2,1.18,0,0
M2,TeamA_P7,6.3,4.81,1,1
M2,TeamA_P7,3.5,3.11,1,1
M2,TeamA_P7,2.7,2.35,1,1
M3,TeamA_P7,6.2,1.04,1,1
M3,TeamA_P7,6.6,2.46,0,0
M3,TeamA_P7,5.4,2.36,0,0
M3,TeamA_P7,6.0,3.66,1,1
M3,TeamA_P7,5.2,2.67,0,0
M3,TeamA_P7,5.2,1.5,1,3
M3,TeamA_P7,2.8,3.25,1,1
M3,TeamA_P7,3.0,1.4,1,3
M3,TeamA_P7,4.5,1.71,0,0
M3,TeamA_P7,2.6,4.69,1,2
M3,TeamA_P7,3.9,3.97,1,1
M3,TeamA_P7,5.9,1.13,1,2
M3,TeamA_P7,6.0,2.75,1,2
M3,TeamA_P7,5.6,1.18,1,1
M3,TeamA_P7,3.2,3.27,1,1
M3,TeamA_P7,5.2,4.97,1,1
M4,TeamB_P1,2.9,3.4,1,2
M4,TeamB_P1,2.6,2.29,1,1
M4,TeamB_P1,4.6,2.18,1,2
M4,TeamB_P1,5.5,4.94,1,1
M4,TeamB_P1,3.3,1.65,1,3
M4,TeamB_P1,5.7,4.39,0,0
M4,TeamB_P1,7.2,4.45,1,2
M4,TeamB_P1,2.9,4.48,1,1
M4,TeamB_P1,3.1,1.7,1,2
M4,TeamB_P1,3.5,3.47,1,1
M4,TeamB_P1,2.9,2.99,0,0
M4,TeamB_P1,5.7,4.66,0,0
M4,TeamB_P1,7.2,2.42,1,1
M4,TeamB_P1,5.9,3.84,0,0
M4,TeamB_P1,6.8,1.47,1,1
M4,TeamB_P1,3.8,2.95,0,0
M4,TeamB_P1,5.4,4.55,0,0
M4,TeamB_P1,4.2,2.95,0,0
M4,TeamB_P1,3.8,1.11,1,1
M4,TeamB_P1,7.5,1.92,1,1
M5,TeamB_P1,2.9,4.9,0,0
M5,TeamB_P1,5.1,1.48,1,2
M5,TeamB_P1,2.6,5.0,0,0
M5,TeamB_P1,5.7,4.48,1,1
M5,TeamB_P1,4.5,2.92,1,3
M5,TeamB_P1,7.1,1.48,1,1
M5,TeamB_P1,6.1,3.82,0,0
M5,TeamB_P1,4.6,1.69,0,0
M5,TeamB_P1,3.4,1.27,0,0
M5,TeamB_P1,2.8,4.27,1,1
M5,TeamB_P1,5.0,3.72,1,1
M5,TeamB_P1,3.1,3.77,1,2
M5,TeamB_P1,5.8,4.44,1,1
M5,TeamB_P1,3.6,3.0,0,0
M5,TeamB_P1,7.1,1.86,1,2
M5,TeamB_P1,4.4,4.23,1,3
M5,TeamB_P1,4.2,4.64,1,1
M5,TeamB_P1,6.6,4.1,1,1
M5,TeamB_P1,4.0,1.43,1,1
M5,TeamB_P1,3.5,2.48,1,2
M6,TeamB_P1,6.9,2.45,1,2
M6,TeamB_P1,3.0,3.32,1,3
M6,TeamB_P1,7.4,1.74,0,0
M6,TeamB_P1,5.7,2.63,1,2
M6,TeamB_P1,6.2,3.21,0,0
M6,TeamB_P1,6.0,4.01,1,3
M6,TeamB_P1,4.9,4.61,1,1
M6,TeamB_P1,3.6,1.96,0,0
M6,TeamB_P1,7.1,3.56,1,2
M6,TeamB_P1,3.4,4.24,1,1
M6,TeamB_P1,5.8,3.64,1,1
M6,TeamB_P1,4.4,4.19,1,1
M6,TeamB_P1,5.0,3.67,0,0
M6,TeamB_P1,6.9,2.51,0,0
M6,TeamB_P1,3.8,2.95,1,3
M6,TeamB_P1,5.4,3.57,0,0
M6,TeamB_P1,3.2,1.98,1,2
M4,TeamB_P2,3.5,2.33,1,1
M4,TeamB_P2,7.5,3.47,1,1
M4,TeamB_P2,5.2,1.46,1,1
M4,TeamB_P2,7.2,1.4,1,2
M4,TeamB_P2,5.7,3.11,0,0
M4,TeamB_P2,7.2,4.33,0,0
M4,TeamB_P2,6.5,1.51,1,2
M4,TeamB_P2,7.3,4.17,0,0
M5,TeamB_P2,2.6,3.92,1,1
M5,TeamB_P2,6.1,1.49,1,1
M5,TeamB_P2,6.0,1.38,1,1
M5,TeamB_P2,5.8,1.8,1,2
M5,TeamB_P2,6.9,2.48,1,3
M5,TeamB_P2,4.2,4.7,0,0
M5,TeamB_P2,4.7,3.55,0,0
M5,TeamB_P2,6.0,1.72,1,2
M5,TeamB_P2,6.6,4.82,1,3
M5,TeamB_P2,3.1,2.07,0,0
M5,TeamB_P2,5.6,3.99,1,2
M5,TeamB_P2,4.5,1.03,0,0
M5,TeamB_P2,3.8,2.54,0,0
M5,TeamB_P2,3.1,1.44,1,1
M5,TeamB_P2,2.9,4.72,1,1
M5,TeamB_P2,5.9,1.44,1,1
M5,TeamB_P2,6.9,1.3,1,1
M6,TeamB_P2,3.3,2.84,0,0
M6,TeamB_P2,7.1,4.57,1,1
M6,TeamB_P2,5.3,1.99,1,1
M6,TeamB_P2,6.3,4.32,0,0
M6,TeamB_P2,3.3,2.69,1,1
M6,TeamB_P2,3.4,1.61,1,2
M6,TeamB_P2,5.6,3.19,0,0
M6,TeamB_P2,4.2,4.19,1,1
M6,TeamB_P2,5.9,4.9,0,0
M6,TeamB_P2,5.3,1.53,0,0
M6,TeamB_P2,3.5,3.68,1,1
M6,TeamB_P2,4.4,2.54,1,1
M6,TeamB_P2,7.2,3.15,1,1
M4,TeamB_P3,2.7,2.76,1,1
M4,TeamB_P3,3.2,3.31,1,1
M4,TeamB_P3,4.6,2.09,1,1
M4,TeamB_P3,7.4,4.37,0,0
M4,TeamB_P3,2.5,4.18,0,0
M4,TeamB_P3,6.7,3.1,1,2
M4,TeamB_P3,4.4,3.45,1,1
M4,TeamB_P3,6.2,2.7,1,1
M4,TeamB_P3,6.6,1.72,0,0
M4,TeamB_P3,4.2,1.26,1,2
M5,TeamB_P3,4.8,4.04,1,1
M5,TeamB_P3,6.9,1.54,1,1
M5,TeamB_P3,4.7,3.99,0,0
M5,TeamB_P3,5.6,1.08,1,2
M5,TeamB_P3,4.5,3.1,1,1
M5,TeamB_P3,5.5,4.36,0,0
M5,TeamB_P3,6.7,1.36,1,1
M5,TeamB_P3,3.0,4.83,0,0
M5,TeamB_P3,3.0,3.77,1,2
M5,TeamB_P3,3.7,3.43,1,1
M5,TeamB_P3,3.8,2.38,0,0
M6,TeamB_P3,6.6,3.99,1,1
M6,TeamB_P3,3.9,4.97,1,1
M6,TeamB_P3,4.6,3.18,1,2
M6,TeamB_P3,5.1,1.64,1,1
M6,TeamB_P3,6.3,3.27,0,0
M6,TeamB_P3,3.2,2.86,1,2
M6,TeamB_P3,4.0,1.81,0,0
M6,TeamB_P3,4.9,4.79,1,1
M6,TeamB_P3,7.2,4.33,0,0
M6,TeamB_P3,6.2,3.21,0,0
M6,TeamB_P3,4.1,1.23,0,0
M6,TeamB_P3,5.1,1.97,0,0
M6,TeamB_P3,5.1,4.11,0,0
M6,TeamB_P3,5.1,3.34,1,1
M6,TeamB_P3,6.2,3.84,0,0
M4,TeamB_P4,2.7,2.23,1,2
M4,TeamB_P4,7.2,1.26,1,1
M4,TeamB_P4,3.3,2.96,0,0
M4,TeamB_P4,5.8,1.42,1,1
M4,TeamB_P4,6.8,2.88,0,0
M4,TeamB_P4,6.3,2.16,1,1
M4,TeamB_P4,6.8,2.06,1,1
M4,TeamB_P4,4.6,2.18,0,0
M4,TeamB_P4,5.9,4.14,0,0
M4,TeamB_P4,6.0,1.42,1,2
M4,TeamB_P4,3.7,1.95,1,1
M5,TeamB_P4,6.3,1.21,0,0
M5,TeamB_P4,4.5,1.15,0,0
M5,TeamB_P4,2.7,1.68,1,1
M5,TeamB_P4,6.3,5.0,0,0
M5,TeamB_P4,4.7,1.88,0,0
M5,TeamB_P4,6.9,4.99,1,3
M5,TeamB_P4,3.7,3.43,1,1
M5,TeamB_P4,5.1,3.73,1,1
M5,TeamB_P4,6.0,3.72,0,0
M5,TeamB_P4,4.7,4.99,1,1
M5,TeamB_P4,4.3,1.78,0,0
M5,TeamB_P4,6.5,4.42,0,0
M5,TeamB_P4,5.9,2.77,0,0
M5,TeamB_P4,5.7,4.21,1,1
M5,TeamB_P4,3.8,4.38,1,1
M5,TeamB_P4,3.2,2.2,1,1
M5,TeamB_P4,3.2,1.42,1,1
M5,TeamB_P4,5.4,3.66,1,1
M6,TeamB_P4,5.5,2.6,1,2
M6,TeamB_P4,5.8,4.93,1,1
M6,TeamB_P4,4.2,2.59,0,0
M6,TeamB_P4,6.2,1.8,1,1
M6,TeamB_P4,5.2,1.01,1,3
M6,TeamB_P4,6.0,4.27,1,1
M6,TeamB_P4,3.1,3.04,0,0
M6,TeamB_P4,7.1,3.54,1,2
M6,TeamB_P4,4.3,3.85,1,1
M6,TeamB_P4,7.0,3.71,1,1
M6,TeamB_P4,7.0,3.73,1,2
M6,TeamB_P4,6.0,3.04,0,0
M6,TeamB_P4,5.7,3.07,0,0
M6,TeamB_P4,6.9,2.09,0,0
M6,TeamB_P4,5.7,2.65,1,1
M4,TeamB_P5,3.6,4.63,1,2
M4,TeamB_P5,4.8,1.92,0,0
M4,TeamB_P5,3.1,4.34,0,0
M4,TeamB_P5,4.3,3.2,1,2
M4,TeamB_P5,4.6,1.16,1,3
M4,TeamB_P5,4.7,4.33,0,0
M4,TeamB_P5,4.7,1.56,1,3
M4,TeamB_P5,6.4,2.05,0,0
M4,TeamB_P5,4.3,2.32,0,0
M4,TeamB_P5,4.6,4.7,0,0
M4,TeamB_P5,3.2,4.3,0,0
M4,TeamB_P5,3.1,1.92,0,0
M4,TeamB_P5,3.1,4.58,1,1
M4,TeamB_P5,4.4,3.25,1,2
M4,TeamB_P5,7.3,3.15,1,1
M4,TeamB_P5,5.4,4.89,1,2
M4,TeamB_P5,4.4,3.66,0,0
M4,TeamB_P5,4.2,1.97,1,2
M4,TeamB_P5,4.1,3.04,0,0
M5,TeamB_P5,3.2,4.7,0,0
M5,TeamB_P5,5.8,1.88,0,0
M5,TeamB_P5,6.2,3.53,0,0
M5,TeamB_P5,4.1,1.99,1,2
M5,TeamB_P5,5.1,2.49,1,2
M5,TeamB_P5,3.9,1.61,0,0
M5,TeamB_P5,5.5,4.36,1,2
M5,TeamB_P5,5.2,2.06,0,0
M5,TeamB_P5,4.2,1.89,0,0
M5,TeamB_P5,6.4,4.39,0,0
M6,TeamB_P5,7.3,4.92,1,1
M6,TeamB_P5,5.6,2.75,0,0
M6,TeamB_P5,6.3,2.11,0,0
M6,TeamB_P5,6.4,4.11,1,1
M6,TeamB_P5,5.8,1.38,1,2
M6,TeamB_P5,7.3,2.79,1,1
M6,TeamB_P5,6.1,4.84,1,1
M6,TeamB_P5,2.9,2.03,0,0
M6,TeamB_P5,4.9,3.69,0,0
M6,TeamB_P5,7.4,3.08,0,0
M6,TeamB_P5,3.0,2.62,1,2
M6,TeamB_P5,2.8,2.78,1,1
M6,TeamB_P5,7.3,1.76,1,1
M6,TeamB_P5,6.4,1.53,0,0
M6,TeamB_P5,6.5,1.87,1,2
M6,TeamB_P5,3.4,1.16,1,2
M6,TeamB_P5,6.1,2.03,1,2
M6,TeamB_P5,6.7,1.74,0,0
M4,TeamB_P6,3.5,2.97,0,0
M4,TeamB_P6,5.7,2.89,1,1
M4,TeamB_P6,2.6,2.51,1,3
M4,TeamB_P6,4.7,1.76,1,1
M4,TeamB_P6,5.5,1.6,0,0
M4,TeamB_P6,7.4,4.32,1,2
M4,TeamB_P6,6.9,4.33,1,1
M4,TeamB_P6,2.5,4.08,1,1
M4,TeamB_P6,3.6,1.16,1,1
M4,TeamB_P6,4.6,3.45,0,0
M4,TeamB_P6,5.9,3.78,1,1
M4,TeamB_P6,7.2,4.47,1,3
M4,TeamB_P6,2.7,3.22,1,2
M5,TeamB_P6,7.1,1.48,1,1
M5,TeamB_P6,4.0,2.5,0,0
M5,TeamB_P6,6.2,1.86,1,3
M5,TeamB_P6,3.8,4.87,0,0
M5,TeamB_P6,6.3,2.12,1,3
M5,TeamB_P6,4.7,4.18,0,0
M5,TeamB_P6,3.0,4.2,1,1
M5,TeamB_P6,4.9,4.89,0,0
M5,TeamB_P6,3.5,4.09,0,0
M5,TeamB_P6,6.0,4.93,0,0
M5,TeamB_P6,4.3,1.44,1,2
M5,TeamB_P6,2.7,3.98,1,1
M5,TeamB_P6,3.4,3.48,0,0
M5,TeamB_P6,3.6,1.29,1,1
M5,TeamB_P6,5.6,3.75,0,0
M5,TeamB_P6,7.1,1.31,1,2
M5,TeamB_P6,6.2,1.07,0,0
M5,TeamB_P6,5.2,4.52,0,0
M6,TeamB_P6,3.5,2.42,1,1
M6,TeamB_P6,6.9,2.92,1,1
M6,TeamB_P6,5.1,3.34,1,1
M6,TeamB_P6,6.4,3.15,0,0
M6,TeamB_P6,2.6,2.56,1,2
M6,TeamB_P6,6.2,1.02,1,2
M6,TeamB_P6,3.6,2.87,0,0
M6,TeamB_P6,3.4,1.5,1,1
M6,TeamB_P6,5.1,4.53,0,0
M6,TeamB_P6,6.7,2.31,1,2
M6,TeamB_P6,2.7,3.46,1,1
M6,TeamB_P6,5.3,2.18,0,0
M6,TeamB_P6,3.3,4.78,0,0
M6,TeamB_P6,2.9,3.21,0,0
M6,TeamB_P6,5.0,1.25,1,1
M6,TeamB_P6,4.2,4.15,0,0
M6,TeamB_P6,3.1,1.32,0,0
M6,TeamB_P6,7.1,4.32,1,3
M4,TeamB_P7,3.8,4.43,1,1
M4,TeamB_P7,5.8,1.41,0,0
M4,TeamB_P7,4.0,4.13,1,1
M4,TeamB_P7,6.1,2.86,1,1
M4,TeamB_P7,6.4,2.96,1,3
M4,TeamB_P7,3.3,3.07,1,1
M4,TeamB_P7,6.2,3.1,0,0
M4,TeamB_P7,4.3,4.32,1,2
M4,TeamB_P7,7.2,2.6,1,1
M5,TeamB_P7,3.7,2.13,1,1
M5,TeamB_P7,4.9,1.38,1,1
M5,TeamB_P7,3.8,4.78,1,1
M5,TeamB_P7,4.5,3.13,1,1
M5,TeamB_P7,5.0,4.79,0,0
M5,TeamB_P7,4.8,3.41,1,1
M5,TeamB_P7,5.5,3.61,0,0
M5,TeamB_P7,6.6,4.8,1,1
M5,TeamB_P7,7.1,1.67,1,1
M5,TeamB_P7,4.5,1.35,1,1
M5,TeamB_P7,5.7,2.91,1,1
M5,TeamB_P7,3.5,2.82,0,0
M5,TeamB_P7,6.8,2.5,1,3
M5,TeamB_P7,3.9,1.64,0,0
M5,TeamB_P7,6.6,1.37,1,1
M5,TeamB_P7,6.3,2.49,0,0
M5,TeamB_P7,7.4,4.18,1,2
M6,TeamB_P7,6.4,2.53,0,0
M6,TeamB_P7,3.5,2.99,1,2
M6,TeamB_P7,6.1,4.23,1,1
M6,TeamB_P7,4.5,1.12,1,3
M6,TeamB_P7,3.8,4.95,0,0
M6,TeamB_P7,3.2,1.66,1,2
M6,TeamB_P7,4.2,2.06,0,0
M6,TeamB_P7,3.0,3.76,0,0
M6,TeamB_P7,6.4,3.81,0,0
M6,TeamB_P7,3.5,2.08,0,0
M6,TeamB_P7,6.4,1.35,1,2
M6,TeamB_P7,5.4,2.93,0,0
M6,TeamB_P7,5.1,2.79,1,3
M6,TeamB_P7,5.2,1.65,1,1
M6,TeamB_P7,6.6,3.52,1,2
M6,TeamB_P7,4.3,4.98,0,0
M6,TeamB_P7,5.6,4.33,0,0
M6,TeamB_P7,4.5,1.2,0,0
M7,TeamC_P1,6.8,2.1,1,1
M7,TeamC_P1,6.3,1.15,1,1
M7,TeamC_P1,2.6,1.68,0,0
M7,TeamC_P1,3.8,4.96,1,2
M7,TeamC_P1,6.7,4.44,1,3
M7,TeamC_P1,4.4,3.97,1,2
M7,TeamC_P1,5.9,2.87,0,0
M7,TeamC_P1,4.9,1.41,1,2
M7,TeamC_P1,5.3,3.85,0,0
M7,TeamC_P1,6.1,3.77,1,1
M7,TeamC_P1,5.7,4.66,0,0
M7,TeamC_P1,5.0,1.63,0,0
M7,TeamC_P1,5.3,3.53,1,1
M7,TeamC_P1,4.1,3.4,1,2
M7,TeamC_P1,2.7,4.87,1,1
M7,TeamC_P1,6.4,1.88,1,2
M8,TeamC_P1,3.4,3.75,0,0
M8,TeamC_P1,4.4,2.38,0,0
M8,TeamC_P1,7.2,1.31,1,2
M8,TeamC_P1,2.8,1.59,1,2
M8,TeamC_P1,4.7,3.85,0,0
M8,TeamC_P1,4.5,1.72,0,0
M8,TeamC_P1,5.8,4.4,0,0
M8,TeamC_P1,6.0,4.75,1,1
M8,TeamC_P1,5.7,3.03,1,1
M8,TeamC_P1,3.1,2.88,0,0
M8,TeamC_P1,4.5,2.18,1,1
M8,TeamC_P1,5.7,1.97,0,0
M8,TeamC_P1,3.6,4.06,1,1
M9,TeamC_P1,5.1,3.84,1,1
M9,TeamC_P1,6.8,2.17,1,1
M9,TeamC_P1,6.4,1.08,0,0
M9,TeamC_P1,6.7,1.23,0,0
M9,TeamC_P1,6.2,1.84,1,1
M9,TeamC_P1,6.5,3.42,0,0
M9,TeamC_P1,5.5,4.56,1,3
M9,TeamC_P1,3.7,4.42,0,0
M9,TeamC_P1,2.6,3.21,1,1
M9,TeamC_P1,5.6,2.24,1,3
M9,TeamC_P1,3.3,4.65,1,1
M9,TeamC_P1,3.1,2.16,1,1
M9,TeamC_P1,7.0,2.26,1,1
M9,TeamC_P1,2.6,4.04,1,3
M9,TeamC_P1,2.9,2.02,1,2
M9,TeamC_P1,4.0,3.75,1,1
M9,TeamC_P1,6.7,1.25,1,3
M9,TeamC_P1,4.8,3.78,1,1
M7,TeamC_P2,3.2,3.27,1,1
M7,TeamC_P2,7.5,1.95,1,1
M7,TeamC_P2,6.5,4.73,0,0
M7,TeamC_P2,3.4,2.33,1,1
M7,TeamC_P2,5.3,2.23,1,2
M7,TeamC_P2,5.5,2.63,1,1
M7,TeamC_P2,7.5,3.22,1,1
M7,TeamC_P2,4.8,3.04,0,0
M7,TeamC_P2,5.9,4.56,0,0
M7,TeamC_P2,3.0,3.25,0,0
M7,TeamC_P2,3.1,2.38,1,1
M7,TeamC_P2,3.4,3.64,1,3
M7,TeamC_P2,6.6,3.59,0,0
M7,TeamC_P2,7.2,3.66,0,0
M7,TeamC_P2,4.4,4.59,1,3
M7,TeamC_P2,7.1,3.91,1,2
M7,TeamC_P2,6.7,4.17,1,2
M7,TeamC_P2,6.3,4.58,0,0
