match_id,player_id,raid_duration_sec,penetration_px,success,raid_points
M2,R1,11.8,213,0,0
M2,R1,18.4,209,0,0
M2,R1,12.4,200,0,0
M2,R1,19.6,178,0,0
M2,R1,9.1,113,0,0
M12,R1,18.9,218,0,0
M12,R1,11.9,224,0,0
M12,R1,7.4,130,0,0
M12,R1,16.7,234,1,1
M12,R1,7.9,123,0,0
M12,R1,17.5,214,0,0
M12,R1,14.2,108,1,1
M12,R1,7.5,190,1,2
M12,R1,7.2,209,0,0
M7,R1,17.1,176,0,0
M7,R1,24.5,109,0,0
M15,R1,11.2,159,0,0
M16,R1,17.0,198,1,1
M1,R1,19.9,165,1,4
M3,R1,24.7,204,1,1
M11,R1,8.0,189,0,0
M17,R1,20.1,108,0,0
M18,R1,24.3,114,1,1
M14,R1,21.4,237,0,0
M5,R1,9.8,190,0,0
M8,R1,10.2,241,0,0
M19,R2,16.4,226,1,1
M19,R2,22.7,212,1,1
M19,R2,10.2,198,1,1
M19,R2,5.2,213,0,0
M19,R2,17.2,206,1,6
M19,R2,9.4,177,0,0
M19,R2,14.6,186,1,1
M19,R2,24.1,190,1,1
M19,R2,23.9,215,1,1
M17,R2,11.2,103,0,0
M17,R2,12.8,229,1,1
M17,R2,18.6,219,1,5
M17,R2,17.7,140,0,0
M17,R2,6.3,196,1,3
M17,R2,6.8,240,1,1
M17,R2,8.7,128,0,0
M17,R2,13.1,139,1,2
M17,R2,13.4,234,0,0
M17,R2,6.6,101,1,1
M17,R2,12.0,113,0,0
M17,R2,17.5,136,0,0
M17,R2,18.0,233,0,0
M17,R2,18.4,204,1,1
M17,R2,19.8,212,1,1
M17,R2,11.2,101,0,0
M17,R2,15.3,246,1,1
M17,R2,5.0,216,1,2
M17,R2,8.9,233,0,0
M17,R2,22.4,226,0,0
M17,R2,12.6,244,1,1
M17,R2,20.5,169,0,0
M17,R2,10.0,150,0,0
M17,R2,19.3,191,0,0
M17,R2,14.4,121,1,1
M17,R2,15.7,124,0,0
M17,R2,12.4,183,1,1
M17,R2,21.8,124,1,1
M17,R2,23.5,123,0,0
M17,R2,7.5,142,1,1
M17,R2,17.0,219,0,0
M17,R2,8.0,185,1,1
M17,R2,10.6,186,1,1
M17,R2,7.1,227,1,1
M17,R2,13.4,113,1,1
M17,R2,7.2,207,0,0
M17,R2,9.7,236,1,1
M17,R2,18.3,129,1,1
M17,R2,7.9,164,1,1
M17,R2,9.6,150,1,1
M17,R2,11.1,144,1,1
M17,R2,24.5,234,0,0
M6,R2,22.8,173,0,0
M3,R2,18.1,204,1,1
M3,R2,10.2,120,0,0
M3,R2,9.0,121,0,0
M3,R2,11.8,248,1,1
M3,R2,16.7,175,0,0
M3,R2,14.2,122,1,1
M3,R2,15.7,133,0,0
M3,R2,5.2,112,1,3
M3,R2,21.0,116,1,1
M3,R2,12.1,236,0,0
M3,R2,5.6,183,1,1
M3,R2,12.4,192,1,2
M3,R2,18.6,124,0,0
M3,R2,11.2,163,1,1
M16,R2,6.9,175,0,0
M16,R2,22.0,189,0,0
M16,R2,8.6,132,1,1
M16,R2,13.1,142,1,1
M16,R2,15.6,166,1,3
M16,R2,23.1,176,1,3
M16,R2,6.1,194,0,0
M16,R2,7.6,198,0,0
M16,R2,21.1,239,0,0
M16,R2,15.9,106,1,1
M7,R2,8.7,228,1,3
M7,R2,22.0,112,1,1
M7,R2,16.6,243,0,0
M7,R2,9.4,177,1,1
M7,R2,11.0,209,1,1
M7,R2,13.2,164,1,2
M7,R2,20.9,101,1,1
M7,R2,15.9,135,1,1
M7,R2,5.7,149,0,0
M7,R2,16.3,185,1,2
M7,R2,24.9,207,1,1
M7,R2,19.5,149,1,1
M7,R2,10.4,234,1,1
M7,R2,8.2,144,1,2
M7,R2,5.1,233,1,1
M7,R2,24.8,222,0,0
M7,R2,24.1,245,0,0
M7,R2,17.8,170,0,0
M7,R2,11.6,167,1,1
M7,R2,13.5,187,1,1
M7,R2,10.7,179,1,1
M7,R2,17.3,210,0,0
M7,R2,12.5,177,1,1
M7,R2,18.9,128,1,1
M7,R2,19.9,205,0,0
M7,R2,23.9,127,1,1
M20,R2,17.1,235,1,1
M20,R2,7.0,179,0,0
M20,R2,17.2,196,1,1
M20,R2,8.2,249,1,1
M20,R2,20.6,205,1,2
M20,R2,7.9,107,1,1
M20,R2,8.3,233,1,1
M20,R2,12.5,167,0,0
M20,R2,12.9,149,0,0
M20,R2,12.3,185,1,1
M20,R2,12.3,187,1,1
M20,R2,11.9,238,1,2
M20,R2,6.2,244,0,0
M20,R2,23.2,204,0,0
M20,R2,6.3,215,0,0
M20,R2,7.1,121,1,1
M20,R2,15.4,237,1,1
M20,R2,12.0,172,0,0
M20,R2,10.5,229,0,0
M20,R2,19.7,191,1,1
M20,R2,23.4,223,1,1
M20,R2,7.8,220,1,2
M20,R2,18.0,186,1,1
M20,R2,21.3,172,1,5
M10,R2,14.0,217,0,0
M10,R2,9.1,249,0,0
M10,R2,12.8,139,0,0
M10,R2,5.5,191,1,1
M10,R2,18.9,245,1,1
M10,R2,18.2,141,1,1
M15,R2,6.5,172,1,3
M15,R2,14.0,164,1,1
M18,R2,20.1,210,1,1
M18,R2,23.4,166,0,0
M18,R2,6.7,156,1,1
M18,R2,15.4,147,1,1
M18,R2,8.1,208,0,0
M18,R2,15.8,246,1,1
M18,R2,16.9,244,1,2
M18,R2,7.2,158,1,1
M1,R2,13.6,219,1,1
M1,R2,8.2,176,1,1
M1,R2,12.3,119,0,0
M1,R2,20.7,204,1,1
M1,R2,6.8,187,1,1
M1,R2,21.3,183,1,1
M1,R2,16.6,146,0,0
M1,R2,15.7,219,1,1
M1,R2,20.4,227,0,0
M1,R2,22.1,141,0,0
M1,R2,15.4,231,0,0
M9,R3,20.1,148,0,0
M9,R3,15.6,231,1,1
M9,R3,12.1,133,1,1
M9,R3,9.9,249,0,0
M9,R3,21.2,206,1,1
M9,R3,8.8,218,1,6
M9,R3,21.9,188,1,2
M9,R3,5.3,243,1,2
M9,R3,18.0,218,0,0
M9,R3,19.3,190,1,3
M9,R3,14.1,186,1,1
M9,R3,6.4,113,1,2
M9,R3,6.6,110,1,2
M9,R3,22.9,182,0,0
M9,R3,20.5,191,0,0
M9,R3,22.5,237,0,0
M9,R3,22.6,201,0,0
M9,R3,23.4,107,1,2
M9,R3,10.9,201,1,1
M8,R3,23.3,150,0,0
M8,R3,13.7,238,0,0
M8,R3,23.4,104,0,0
M8,R3,5.2,141,1,3
M8,R3,19.6,141,0,0
M8,R3,15.9,225,0,0
M8,R3,9.4,159,0,0
M8,R3,9.9,208,0,0
M8,R3,18.9,226,0,0
M8,R3,24.4,114,0,0
M8,R3,24.1,185,1,1
M8,R3,22.9,216,1,2
M8,R3,9.4,235,0,0
M8,R3,19.7,154,1,1
M8,R3,18.2,142,1,2
M8,R3,10.5,116,1,4
M8,R3,13.9,117,1,1
M8,R3,9.6,176,0,0
M11,R3,19.6,144,1,1
M11,R3,11.6,226,0,0
M12,R3,12.1,105,0,0
M12,R3,10.6,222,1,1
M4,R3,10.5,114,1,2
M4,R3,6.8,188,1,1
M19,R3,24.6,174,0,0
M19,R3,11.3,146,0,0
M19,R3,21.0,209,0,0
M19,R3,13.4,195,1,1
M19,R3,13.7,223,1,3
M13,R3,9.0,131,0,0
M2,R3,21.1,122,1,1
M2,R3,5.8,100,1,3
M2,R3,5.4,242,1,2
M2,R3,16.8,225,1,1
M17,R3,22.8,236,0,0
M3,R3,5.1,225,1,1
M7,R3,21.4,153,0,0
M5,R3,22.4,111,1,3
M16,R3,14.4,203,1,3
M6,R3,20.7,125,0,0
M10,R3,18.9,229,0,0
M14,R3,15.8,197,0,0
M15,R3,21.4,189,0,0
M7,R4,16.9,135,0,0
M7,R4,15.2,172,1,3
M7,R4,10.4,100,0,0
M7,R4,16.8,181,1,1
M7,R4,18.9,101,0,0
M7,R4,11.8,246,0,0
M7,R4,10.2,224,1,1
M7,R4,9.7,221,0,0
M7,R4,14.9,140,0,0
M7,R4,23.8,154,0,0
M7,R4,20.9,107,0,0
M7,R4,11.3,121,0,0
M7,R4,7.0,190,1,1
M7,R4,9.6,108,1,1
M7,R4,23.5,238,0,0
M7,R4,9.6,244,0,0
M7,R4,7.6,192,0,0
M7,R4,7.0,102,0,0
M7,R4,7.1,223,1,4
M7,R4,8.1,119,0,0
M7,R4,12.9,111,1,1
M7,R4,11.3,147,1,1
M7,R4,15.2,191,1,1
M7,R4,19.2,217,1,1
M7,R4,8.0,168,0,0
M7,R4,14.6,134,0,0
M7,R4,7.7,162,1,3
M7,R4,14.4,218,1,1
M7,R4,19.7,182,0,0
M7,R4,5.9,220,0,0
M7,R4,5.1,174,0,0
M16,R4,5.5,133,1,1
M16,R4,19.5,128,0,0
M16,R4,17.7,171,0,0
M16,R4,14.2,208,0,0
M16,R4,6.2,177,0,0
M16,R4,17.8,169,0,0
M16,R4,7.5,190,0,0
M16,R4,9.9,145,0,0
M16,R4,8.5,243,0,0
M16,R4,7.4,174,0,0
M16,R4,5.0,232,0,0
M16,R4,17.2,147,0,0
M16,R4,17.2,118,0,0
M16,R4,23.4,199,1,1
M16,R4,16.0,154,0,0
M16,R4,16.4,101,0,0
M16,R4,13.9,117,0,0
M16,R4,23.0,219,0,0
M16,R4,13.2,105,0,0
M16,R4,18.0,167,1,1
M16,R4,18.0,168,0,0
M16,R4,14.3,151,0,0
M16,R4,19.2,140,0,0
M16,R4,18.8,122,0,0
M16,R4,19.0,198,0,0
M16,R4,24.9,176,1,1
M16,R4,7.8,200,0,0
M16,R4,6.2,202,0,0
M16,R4,13.3,181,0,0
M16,R4,19.0,243,1,1
M16,R4,21.4,176,0,0
M16,R4,20.0,184,1,2
M16,R4,19.7,210,0,0
M16,R4,5.9,239,0,0
M16,R4,16.9,188,0,0
M16,R4,10.9,114,1,1
M16,R4,19.1,240,1,4
M16,R4,15.8,244,0,0
M16,R4,13.6,113,0,0
M16,R4,23.8,199,0,0
M16,R4,20.4,184,0,0
M16,R4,22.3,177,0,0
M16,R4,17.8,158,0,0
M16,R4,21.2,202,1,3
M16,R4,13.7,112,0,0
M16,R4,15.0,220,0,0
M16,R4,13.6,219,0,0
M16,R4,12.9,233,0,0
M16,R4,7.8,243,0,0
M16,R4,20.3,153,1,3
M16,R4,11.2,122,0,0
M16,R4,13.2,154,0,0
M16,R4,22.2,116,0,0
M16,R4,6.8,146,0,0
M16,R4,8.3,102,1,1
M16,R4,24.3,198,0,0
M16,R4,24.7,224,1,1
M16,R4,21.1,224,1,1
M16,R4,10.9,115,0,0
M17,R4,15.7,178,0,0
M17,R4,18.8,229,0,0
M17,R4,22.6,220,0,0
M17,R4,24.3,217,0,0
M17,R4,24.9,199,0,0
M17,R4,19.9,115,0,0
M17,R4,18.9,204,0,0
M17,R4,8.9,166,0,0
M17,R4,20.8,138,0,0
M17,R4,13.3,200,0,0
M17,R4,7.4,122,0,0
M17,R4,8.3,100,0,0
M17,R4,20.1,229,0,0
M17,R4,22.2,242,0,0
M17,R4,9.6,195,1,2
M17,R4,24.1,111,1,1
M15,R4,19.7,161,0,0
M15,R4,6.0,119,1,1
M15,R4,21.1,239,0,0
M15,R4,17.7,119,1,1
M15,R4,7.4,158,0,0
M15,R4,24.4,156,1,1
M15,R4,10.3,130,0,0
M15,R4,15.8,139,0,0
M15,R4,18.8,172,0,0
M15,R4,21.9,229,0,0
M15,R4,13.8,129,0,0
M15,R4,6.8,123,0,0
M11,R4,6.8,131,1,3
M11,R4,16.2,103,1,1
M11,R4,17.1,243,0,0
M11,R4,12.0,188,0,0
M11,R4,21.4,112,0,0
M11,R4,18.0,160,1,1
M11,R4,5.1,124,0,0
M11,R4,6.2,249,1,1
M11,R4,6.5,232,0,0
M11,R4,23.9,208,0,0
M11,R4,24.4,240,0,0
M11,R4,16.1,246,0,0
M11,R4,19.4,161,0,0
M11,R4,15.7,196,1,2
M18,R4,21.3,200,0,0
M6,R4,7.5,204,0,0
M6,R4,12.9,161,0,0
M6,R4,17.5,136,0,0
M6,R4,23.0,107,1,1
M6,R4,7.2,247,0,0
M6,R4,17.4,105,0,0
M6,R4,10.5,105,1,1
M6,R4,8.3,181,0,0
M6,R4,12.4,247,0,0
M6,R4,6.8,154,0,0
M6,R4,10.5,230,1,3
M6,R4,21.5,167,0,0
M6,R4,16.9,133,0,0
M6,R4,11.6,104,0,0
M6,R4,6.2,206,1,1
M6,R4,18.0,136,0,0
M6,R4,22.7,142,0,0
M6,R4,6.2,224,1,1
M3,R4,12.4,158,0,0
M3,R4,14.9,118,0,0
M3,R4,22.6,178,1,1
M3,R4,18.0,217,0,0
M3,R4,13.2,177,0,0
M3,R4,13.1,124,0,0
M3,R4,18.7,155,0,0
M3,R4,20.1,134,1,1
M3,R4,9.8,108,1,1
M3,R4,21.8,142,0,0
M3,R4,18.6,131,0,0
M2,R4,14.9,144,0,0
M12,R4,18.2,149,0,0
M12,R4,10.8,154,0,0
M12,R4,17.3,204,1,1
M12,R4,20.8,178,1,1
M12,R4,15.1,240,1,1
M19,R4,14.5,246,0,0
M19,R4,7.4,232,0,0
M20,R4,15.4,192,0,0
M8,R4,6.6,218,0,0
M8,R4,10.0,235,0,0
M1,R4,13.5,138,1,2
M4,R4,16.3,197,1,1
M9,R4,25.0,215,0,0
M16,R5,9.9,162,0,0
M16,R5,22.2,170,0,0
M16,R5,7.5,103,0,0
M16,R5,22.3,192,0,0
M16,R5,10.4,245,0,0
M16,R5,10.4,191,1,1
M16,R5,20.9,103,0,0
M16,R5,6.4,206,0,0
M16,R5,5.4,117,1,1
M16,R5,14.5,195,1,1
M16,R5,22.7,194,0,0
M16,R5,13.6,219,0,0
M16,R5,9.3,127,0,0
M16,R5,23.0,219,0,0
M16,R5,22.4,141,0,0
M16,R5,11.3,234,0,0
M16,R5,15.5,134,1,1
M17,R5,13.7,209,0,0
M17,R5,24.2,111,1,1
M17,R5,23.4,130,1,1
M17,R5,14.3,130,1,1
M17,R5,15.3,104,1,1
M12,R5,20.2,231,1,3
M12,R5,19.5,159,0,0
M12,R5,21.9,136,0,0
M12,R5,19.2,184,0,0
M12,R5,22.1,201,0,0
M12,R5,9.6,155,1,1
M12,R5,8.4,102,0,0
M12,R5,23.8,223,1,1
M12,R5,8.8,203,0,0
M12,R5,20.0,165,0,0
M12,R5,6.3,158,0,0
M12,R5,21.9,227,0,0
M12,R5,18.6,146,0,0
M12,R5,16.1,225,0,0
M12,R5,16.0,102,0,0
M12,R5,20.9,148,1,1
M12,R5,10.7,193,0,0
M12,R5,17.3,238,0,0
M12,R5,16.8,176,0,0
M12,R5,13.2,105,1,2
M12,R5,8.8,198,0,0
M12,R5,20.0,226,0,0
M12,R5,14.2,230,0,0
M12,R5,22.3,181,1,2
M12,R5,10.8,216,0,0
M12,R5,23.3,206,1,2
M12,R5,10.8,202,0,0
M12,R5,11.4,101,0,0
M12,R5,10.9,219,0,0
M12,R5,15.4,188,0,0
M12,R5,18.2,160,0,0
M12,R5,16.8,134,0,0
M12,R5,19.4,177,0,0
M12,R5,18.6,136,1,1
M12,R5,23.2,113,0,0
M12,R5,8.4,218,1,1
M12,R5,7.6,242,0,0
M12,R5,8.1,196,0,0
M12,R5,12.1,195,0,0
M12,R5,17.4,147,0,0
M12,R5,7.3,138,0,0
M12,R5,6.1,102,0,0
M12,R5,5.3,179,0,0
M12,R5,16.9,101,1,2
M12,R5,22.9,227,1,1
M12,R5,5.8,141,0,0
M12,R5,8.8,248,1,2
M12,R5,5.1,208,0,0
M12,R5,17.0,194,0,0
M12,R5,15.0,200,0,0
M12,R5,8.4,198,0,0
M12,R5,18.9,207,0,0
M12,R5,13.6,199,0,0
M12,R5,14.1,202,1,1
M12,R5,23.4,183,1,1
M12,R5,9.1,109,0,0
M12,R5,6.3,232,0,0
M12,R5,8.1,152,0,0
M12,R5,10.7,121,0,0
M12,R5,15.3,131,1,1
M12,R5,16.8,137,0,0
M12,R5,13.5,181,0,0
M12,R5,23.5,130,0,0
M12,R5,21.2,243,1,2
M12,R5,6.3,194,0,0
M12,R5,24.3,190,1,1
M12,R5,15.7,232,0,0
M12,R5,14.6,165,1,1
M12,R5,22.8,231,1,1
M12,R5,9.3,159,0,0
M12,R5,15.1,154,0,0
M12,R5,12.6,128,0,0
M12,R5,13.7,171,0,0
M12,R5,17.1,187,1,1
M12,R5,8.9,105,1,1
M12,R5,17.1,172,1,2
M12,R5,24.1,116,0,0
M12,R5,18.6,140,0,0
M14,R5,21.0,159,0,0
M14,R5,20.4,243,1,2
M14,R5,18.6,229,0,0
M14,R5,14.1,200,0,0
M14,R5,18.3,133,1,4
M14,R5,8.0,169,0,0
M14,R5,9.9,247,0,0
M14,R5,16.0,245,0,0
M14,R5,19.5,147,0,0
M14,R5,17.3,209,0,0
M14,R5,17.0,141,0,0
M14,R5,16.1,131,0,0
M14,R5,10.3,236,0,0
M14,R5,19.4,228,0,0
M14,R5,14.4,157,0,0
M14,R5,16.6,241,0,0
M14,R5,9.4,221,0,0
M14,R5,22.2,116,0,0
M14,R5,20.8,201,0,0
M14,R5,20.4,222,0,0
M14,R5,10.1,177,0,0
M14,R5,19.2,157,1,1
M2,R5,7.4,137,1,2
M2,R5,15.8,110,1,1
M2,R5,7.6,243,0,0
M2,R5,21.5,181,0,0
M2,R5,20.2,152,0,0
M2,R5,24.7,240,0,0
M2,R5,8.3,227,0,0
M2,R5,10.6,183,1,1
M2,R5,12.5,197,0,0
M2,R5,15.8,141,0,0
M2,R5,19.0,192,0,0
M2,R5,23.7,129,1,1
M2,R5,12.7,179,1,3
M2,R5,21.6,248,0,0
M2,R5,20.8,124,0,0
M2,R5,6.4,112,0,0
M2,R5,17.7,114,0,0
M2,R5,8.1,210,1,3
M2,R5,22.5,152,0,0
M2,R5,16.5,117,1,2
M2,R5,15.6,114,0,0
M10,R5,13.1,219,0,0
M10,R5,22.3,235,0,0
M10,R5,5.9,116,0,0
M10,R5,18.9,205,1,2
M10,R5,12.3,180,0,0
M10,R5,23.7,148,0,0
M10,R5,24.3,119,1,1
M10,R5,9.2,172,0,0
M10,R5,15.8,236,0,0
M10,R5,10.3,223,0,0
M10,R5,14.5,204,0,0
M10,R5,11.4,149,0,0
M10,R5,14.7,237,1,2
M10,R5,21.7,105,1,1
M10,R5,24.5,216,0,0
M10,R5,18.4,200,1,1
M13,R5,15.7,242,0,0
M13,R5,8.0,161,0,0
M13,R5,20.1,205,0,0
M13,R5,16.2,176,0,0
M13,R5,14.0,104,0,0
M13,R5,8.6,206,0,0
M13,R5,8.1,112,0,0
M13,R5,16.4,241,0,0
M13,R5,5.0,237,0,0
M13,R5,20.5,102,0,0
M13,R5,10.0,216,1,1
M13,R5,6.1,157,0,0
M13,R5,18.4,217,1,2
M13,R5,11.6,215,0,0
M15,R5,15.4,144,0,0
M15,R5,14.3,216,1,4
M15,R5,15.5,140,0,0
M15,R5,19.3,146,0,0
M15,R5,5.3,211,1,1
M15,R5,21.7,245,1,1
M7,R5,22.1,179,0,0
M7,R5,21.1,113,1,2
M7,R5,16.7,109,0,0
M20,R5,10.0,212,0,0
M20,R5,8.2,132,0,0
M5,R5,24.8,181,1,4
M11,R5,8.6,136,1,1
M18,R5,8.1,127,0,0
M6,R5,6.8,164,0,0
M3,R5,8.8,221,0,0
M12,R6,20.4,249,1,1
M12,R6,13.2,233,0,0
M12,R6,17.8,181,0,0
M12,R6,8.7,236,0,0
M12,R6,9.2,183,1,1
M12,R6,6.5,139,0,0
M12,R6,22.1,127,0,0
M12,R6,18.2,111,0,0
M12,R6,23.0,233,1,3
M12,R6,10.4,127,1,1
M12,R6,23.0,163,1,1
M12,R6,24.9,188,1,4
M12,R6,22.0,137,1,2
M12,R6,14.0,137,1,1
M19,R6,16.4,159,1,3
M19,R6,6.4,195,0,0
M19,R6,18.8,149,1,1
M19,R6,10.4,165,0,0
M19,R6,12.4,214,1,1
M19,R6,14.1,179,1,2
M9,R6,23.1,234,1,3
M1,R6,22.7,133,0,0
M1,R6,15.7,139,0,0
M1,R6,10.5,168,0,0
M14,R6,5.7,144,1,1
M20,R6,9.1,101,0,0
M16,R6,6.2,209,0,0
M16,R6,20.3,244,0,0
M15,R6,5.0,223,1,1
M8,R6,9.8,149,0,0
M8,R6,15.5,105,1,1
M10,R6,10.7,230,1,1
M13,R6,18.7,229,0,0
M2,R6,20.9,134,1,1
M17,R6,16.8,145,1,1
M4,R6,5.0,214,0,0
M11,R6,19.0,232,0,0
M3,R6,21.6,173,1,1
M18,R6,11.4,162,0,0
M7,R6,6.8,206,1,1
M11,R7,12.2,158,1,1
M11,R7,17.9,177,1,1
M11,R7,9.1,202,1,1
M11,R7,6.8,187,1,3
M11,R7,24.7,178,0,0
M11,R7,20.9,155,1,1
M11,R7,12.0,103,1,2
M11,R7,20.4,163,1,2
M11,R7,19.6,155,1,3
M11,R7,16.3,207,1,1
M11,R7,10.1,229,0,0
M11,R7,7.7,118,0,0
M11,R7,13.7,105,1,1
M11,R7,16.0,136,0,0
M11,R7,5.2,239,1,2
M11,R7,14.4,148,0,0
M11,R7,10.3,227,1,1
M11,R7,11.1,216,1,1
M11,R7,19.1,119,0,0
M11,R7,15.5,245,0,0
M11,R7,10.9,103,0,0
M11,R7,13.9,122,1,1
M11,R7,10.7,153,1,3
M11,R7,16.6,132,1,2
M11,R7,21.2,193,0,0
M11,R7,18.6,178,1,3
M11,R7,19.0,182,1,1
M11,R7,10.3,142,0,0
M11,R7,12.1,231,1,1
M11,R7,23.8,181,1,2
M11,R7,21.3,196,0,0
M11,R7,6.6,163,1,4
M11,R7,23.1,187,0,0
M11,R7,7.0,233,1,1
M11,R7,6.3,238,1,1
M11,R7,23.5,232,1,1
M11,R7,10.3,162,1,2
M11,R7,22.7,241,1,2
M11,R7,15.8,215,1,1
M17,R7,9.2,170,1,1
M17,R7,16.9,202,1,1
M17,R7,17.3,237,0,0
M17,R7,11.2,117,0,0
M17,R7,12.9,111,1,1
M17,R7,6.4,193,1,1
M17,R7,17.7,230,0,0
M17,R7,10.1,217,1,1
M17,R7,6.2,231,0,0
M17,R7,21.8,216,1,1
M17,R7,6.8,101,1,3
M17,R7,18.5,211,1,1
M17,R7,10.6,176,0,0
M17,R7,18.0,224,0,0
M17,R7,21.2,157,0,0
M17,R7,8.8,102,1,2
M17,R7,24.4,138,1,4
M2,R7,20.0,175,1,2
M2,R7,14.2,229,1,5
M2,R7,23.4,171,0,0
M2,R7,24.1,191,1,3
M2,R7,16.7,124,1,3
M2,R7,16.4,105,1,5
M2,R7,8.9,236,1,1
M2,R7,24.3,199,1,2
M2,R7,7.2,178,1,1
M2,R7,23.5,178,1,1
M2,R7,12.1,132,0,0
M2,R7,11.1,201,1,1
M2,R7,13.3,128,1,1
M2,R7,20.8,211,1,1
M19,R7,22.2,105,0,0
M19,R7,5.4,160,1,1
M1,R7,22.6,239,0,0
M1,R7,9.6,167,1,3
M5,R7,18.1,151,1,2
M5,R7,11.4,168,0,0
M13,R7,11.2,240,1,1
M4,R7,7.2,243,0,0
M7,R7,8.8,146,0,0
M3,R7,17.8,230,1,2
M10,R7,7.9,143,1,1
M20,R7,11.1,169,1,2
M15,R7,11.7,135,0,0
M8,R7,19.3,102,1,4
M16,R7,16.3,227,1,2
M6,R7,19.5,151,1,4
M18,R7,23.1,192,1,2
M9,R7,13.8,144,1,3
M12,R7,10.9,174,1,1
M14,R7,13.8,240,1,1
M20,R8,20.3,112,1,4
M20,R8,10.7,164,1,2
M20,R8,17.4,112,0,0
M20,R8,24.0,248,1,1
M9,R8,11.2,135,0,0
M9,R8,22.8,228,1,2
M9,R8,5.4,150,0,0
M9,R8,17.8,210,1,1
M9,R8,8.5,178,1,1
M9,R8,13.6,217,0,0
M13,R8,23.7,174,1,1
M13,R8,11.2,119,1,1
M13,R8,22.2,213,1,1
M13,R8,5.3,143,1,2
M13,R8,16.3,163,0,0
M13,R8,8.6,173,1,1
M13,R8,8.2,114,0,0
M13,R8,5.3,116,0,0
M13,R8,12.8,199,1,1
M13,R8,18.9,107,0,0
M15,R8,18.5,189,0,0
M15,R8,8.9,136,1,5
M18,R8,16.5,215,0,0
M12,R8,20.0,232,1,3
M19,R8,18.4,234,0,0
M11,R8,18.1,183,1,1
M2,R8,7.9,229,1,1
M4,R8,13.3,190,1,1
M7,R8,18.5,148,1,1
M5,R8,9.0,232,0,0
M3,R8,21.2,227,1,1
M6,R8,9.2,113,1,1
M8,R8,22.3,193,0,0
M10,R8,23.5,112,1,1
M14,R8,19.2,176,1,1
M1,R8,19.7,175,1,1
M2,R9,21.8,217,0,0
M2,R9,12.6,147,0,0
M2,R9,15.2,230,0,0
M2,R9,14.6,106,0,0
M2,R9,18.2,227,1,1
M2,R9,14.5,104,1,1
M2,R9,16.1,210,1,1
M2,R9,14.6,129,0,0
M2,R9,9.7,144,0,0
M2,R9,16.1,100,0,0
M2,R9,16.3,156,0,0
M2,R9,22.0,136,1,1
M2,R9,13.3,142,0,0
M2,R9,7.5,197,0,0
M2,R9,21.8,143,0,0
M2,R9,8.7,116,1,1
M2,R9,5.2,135,0,0
M2,R9,23.6,167,0,0
M2,R9,18.1,244,0,0
M2,R9,9.2,175,1,1
M2,R9,20.9,241,0,0
M2,R9,19.1,135,0,0
M2,R9,11.1,230,0,0
M2,R9,21.5,177,1,1
M2,R9,16.3,228,0,0
M2,R9,8.1,122,0,0
M2,R9,13.0,206,1,2
M2,R9,18.0,135,0,0
M2,R9,21.7,153,1,3
M2,R9,6.0,171,0,0
M2,R9,10.6,163,1,1
M2,R9,18.8,167,1,1
M2,R9,15.5,227,0,0
